,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,Baleset típus főcsoport,Súlyosság,geometry
1404,24710,2019-02-25,2019,Budapest VIII. kerület,lujza utca,magdolna utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4893277777778,19.0876111111111,0,0,5,3,jármű-jármű,5.0,POINT (19.0876111111111 47.4893277777778)
1405,24722,2019-02-26,2019,Budapest VIII. kerület,kerepesi út,,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4995277777778,19.084125,0,1,0,1,gyalogos,5.0,POINT (19.084125 47.4995277777778)
1406,24755,2019-03-01,2019,Budapest VIII. kerület,rákóczi út,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4954388888889,19.0647,0,1,0,2,gyalogos,5.0,POINT (19.0647 47.4954388888889)
1407,24779,2019-03-05,2019,Budapest VIII. kerület,orczy tér,kőbányai út,súlyos sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4885138888889,19.0923333333333,0,1,0,2,jármű-jármű,5.0,POINT (19.0923333333333 47.4885138888889)
1408,24790,2019-03-06,2019,Budapest VIII. kerület,baross utca,vajdahunyad utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tiltott helyen való áthaladás,47.4896388888889,19.0729138888889,0,0,1,2,gyalogos,1.0,POINT (19.0729138888889 47.4896388888889)
1409,24808,2019-03-08,2019,Budapest VIII. kerület,népszínház utca,,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4942138888889,19.0797888888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0797888888889 47.4942138888889)
1410,24810,2019-03-08,2019,Budapest VIII. kerület,szerdahelyi utca,,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4926111111111,19.0832194444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0832194444444 47.4926111111111)
1411,24813,2019-03-09,2019,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,"Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4871416666667,19.1052444444444,0,0,1,1,gyalogos,1.0,POINT (19.1052444444444 47.4871416666667)
1412,24833,2019-03-12,2019,Budapest VIII. kerület,múzeum körút,,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4918916666667,19.0615083333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0615083333333 47.4918916666667)
1413,24837,2019-03-12,2019,Budapest VIII. kerület,baross utca,,súlyos sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4886972222222,19.0844527777778,0,1,0,2,jármű-jármű,5.0,POINT (19.0844527777778 47.4886972222222)
1414,24857,2019-03-13,2019,Budapest VIII. kerület,mária utca,csepreghy utca,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, mindkét résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4882555555556,19.0685055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0685055555556 47.4882555555556)
1415,24883,2019-03-16,2019,Budapest VIII. kerület,karácsony sándor utca,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4905833333333,19.0851638888889,0,0,1,1,egy jármű,1.0,POINT (19.0851638888889 47.4905833333333)
1416,24902,2019-03-18,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4897888888889,19.0704833333333,0,0,1,2,gyalogos,1.0,POINT (19.0704833333333 47.4897888888889)
1417,24914,2019-03-19,2019,Budapest VIII. kerület,bérkocsis utca,auróra utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4944,19.0760055555556,0,0,2,2,jármű-jármű,2.0,POINT (19.0760055555556 47.4944)
1418,24920,2019-03-20,2019,Budapest VIII. kerület,bérkocsis utca,tolnai lajos utca,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4941222222222,19.0743555555556,0,1,0,1,gyalogos,5.0,POINT (19.0743555555556 47.4941222222222)
1419,24953,2019-03-22,2019,Budapest VIII. kerület,kerepesi út,dózsa györgy út,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4993944444444,19.0993694444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0993694444444 47.4993944444444)
1420,24978,2019-03-23,2019,Budapest VIII. kerület,ii. jános pál pápa tér,dologház utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4958333333333,19.0805944444444,0,0,3,2,jármű-jármű,3.0,POINT (19.0805944444444 47.4958333333333)
1421,24983,2019-03-24,2019,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4782777777778,19.100575,0,0,1,2,jármű-jármű,1.0,POINT (19.100575 47.4782777777778)
1422,25000,2019-03-26,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,Azonos irányból érkező járművek ütközése a belső sávban haladó jármű JOBBRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4773472222222,19.0940666666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0940666666667 47.4773472222222)
1423,25004,2019-03-27,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,Egyéb szembe haladó járművek ütközése,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4858944444444,19.0701583333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0701583333333 47.4858944444444)
1424,25012,2019-03-28,2019,Budapest VIII. kerület,bérkocsis utca,auróra utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4943388888889,19.0754111111111,0,0,2,3,jármű-jármű,2.0,POINT (19.0754111111111 47.4943388888889)
1425,25028,2019-03-29,2019,Budapest VIII. kerület,orczy út,,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.48925,19.0912416666667,0,1,0,1,egy jármű,5.0,POINT (19.0912416666667 47.48925)
1426,25033,2019-03-30,2019,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,"Gyalogos elütése az úttesten, tömegközlekedési jármű megállójában",gyalogosok hibája,zavaró magatartás az úttesten való áthaladás közben,47.4963305555556,19.0675972222222,0,0,1,2,gyalogos,1.0,POINT (19.0675972222222 47.4963305555556)
1427,25060,2019-04-01,2019,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4900166666667,19.1086777777778,0,0,1,3,jármű-jármű,1.0,POINT (19.1086777777778 47.4900166666667)
1428,25072,2019-04-02,2019,Budapest VIII. kerület,üllői út,thaly kálmán utca,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4800083333333,19.0865722222222,0,1,0,2,gyalogos,5.0,POINT (19.0865722222222 47.4800083333333)
1429,25081,2019-04-03,2019,Budapest VIII. kerület,orczy út,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti JOBB oldalon és szilárd tárgynak ütközés az útpályán kívül (fa, oszlop, támfal stb.)",egyéb,elalvás vezetés közben,47.4804722222222,19.0921083333333,0,0,1,1,egy jármű,1.0,POINT (19.0921083333333 47.4804722222222)
1430,25098,2019-04-04,2019,Budapest VIII. kerület,nagyvárad tér,,könnyű sérüléses,Pályaelhagyás járművel útkereszteződésben a menetirány szerinti JOBB oldalon,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4798888888889,19.0914583333333,0,0,2,1,egy jármű,2.0,POINT (19.0914583333333 47.4798888888889)
1431,25109,2019-04-05,2019,Budapest VIII. kerület,rákóczi út,,súlyos sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.49855,19.0758638888889,0,1,0,2,jármű-jármű,5.0,POINT (19.0758638888889 47.49855)
1432,25195,2019-04-13,2019,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4996305555556,19.0875388888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0875388888889 47.4996305555556)
1433,25216,2019-04-16,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4968833333333,19.0704583333333,0,0,1,2,gyalogos,1.0,POINT (19.0704583333333 47.4968833333333)
1434,25259,2019-04-19,2019,Budapest VIII. kerület,bérkocsis utca,,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4935888888889,19.0710916666667,0,0,2,2,jármű-jármű,2.0,POINT (19.0710916666667 47.4935888888889)
1435,25272,2019-04-20,2019,Budapest VIII. kerület,korányi sándor utca,,könnyű sérüléses,ütközés JOBBRÓL elinduló járművel,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4837388888889,19.0857055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0857055555556 47.4837388888889)
1436,25293,2019-04-23,2019,Budapest VIII. kerület,ii. jános pál pápa tér,berzsenyi utca,súlyos sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4965,19.0780333333333,0,1,0,2,jármű-jármű,5.0,POINT (19.0780333333333 47.4965)
1437,25307,2019-04-25,2019,Budapest VIII. kerület,leonardo da vinci utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,egyéb,47.4849444444444,19.0773305555556,0,0,1,1,gyalogos,1.0,POINT (19.0773305555556 47.4849444444444)
1438,25311,2019-04-25,2019,Budapest VIII. kerület,orczy út,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4865861111111,19.0928,0,1,0,2,egy jármű,5.0,POINT (19.0928 47.4865861111111)
1439,25316,2019-04-25,2019,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Egyéb szembe haladó, kanyarodó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4938611111111,19.0862472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0862472222222 47.4938611111111)
1440,25321,2019-04-25,2019,Budapest VIII. kerület,asztalos sándor út,,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4930527777778,19.1021777777778,0,0,1,2,jármű-jármű,1.0,POINT (19.1021777777778 47.4930527777778)
1441,25396,2019-05-02,2019,Budapest VIII. kerület,fiumei út,festetics györgy utca,könnyű sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4956944444444,19.084275,0,0,1,2,jármű-jármű,1.0,POINT (19.084275 47.4956944444444)
1442,25411,2019-05-03,2019,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Szembe haladó járművek ütközése, legalább az egyik résztvevő kanyarodik vagy megfordul","irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4903055555556,19.0906888888889,0,0,1,3,jármű-jármű,1.0,POINT (19.0906888888889 47.4903055555556)
1443,25435,2019-05-05,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4962277777778,19.0706388888889,0,0,1,2,gyalogos,1.0,POINT (19.0706388888889 47.4962277777778)
1444,25445,2019-05-05,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4891027777778,19.0664972222222,0,0,1,1,gyalogos,1.0,POINT (19.0664972222222 47.4891027777778)
1445,25521,2019-05-12,2019,Budapest VIII. kerület,hungária körút,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4970777777778,19.1087777777778,0,1,1,1,gyalogos,6.0,POINT (19.1087777777778 47.4970777777778)
1446,25522,2019-05-12,2019,Budapest VIII. kerület,józsef körút,,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4962166666667,19.0709,0,1,0,1,gyalogos,5.0,POINT (19.0709 47.4962166666667)
1447,25612,2019-05-21,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4962777777778,19.0703166666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0703166666667 47.4962777777778)
1448,25721,2019-05-31,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4842555555556,19.0744277777778,0,0,1,2,gyalogos,1.0,POINT (19.0744277777778 47.4842555555556)
1449,25733,2019-05-31,2019,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4979277777778,19.0734277777778,0,0,1,2,gyalogos,1.0,POINT (19.0734277777778 47.4979277777778)
1450,25734,2019-05-31,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Egyéb, várakozó járműnek ütközés",egyéb,egyéb,47.4936027777778,19.0711833333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0711833333333 47.4936027777778)
1451,25783,2019-06-05,2019,Budapest VIII. kerület,orczy út,kőris utca,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4872083333333,19.0924888888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0924888888889 47.4872083333333)
1452,25816,2019-06-07,2019,Budapest VIII. kerület,somogyi béla utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4948166666667,19.0696916666667,0,0,1,2,gyalogos,1.0,POINT (19.0696916666667 47.4948166666667)
1453,25821,2019-06-07,2019,Budapest VIII. kerület,szerdahelyi utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4917833333333,19.080825,0,0,1,2,gyalogos,1.0,POINT (19.080825 47.4917833333333)
1454,25824,2019-06-07,2019,Budapest VIII. kerület,kőris utca,,könnyű sérüléses,Utasbalesetek,egyéb,egyéb,47.4872222222222,19.0889055555556,0,0,1,1,utasbaleset,1.0,POINT (19.0889055555556 47.4872222222222)
1455,25881,2019-06-13,2019,Budapest VIII. kerület,népszínház utca,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,egyéb,egyéb,47.4938916666667,19.0808888888889,0,1,0,2,egy jármű,5.0,POINT (19.0808888888889 47.4938916666667)
1456,25912,2019-06-15,2019,Budapest VIII. kerület,baross tér,,súlyos sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4995277777778,19.0813277777778,0,1,0,2,jármű-jármű,5.0,POINT (19.0813277777778 47.4995277777778)
1457,25941,2019-06-18,2019,Budapest VIII. kerület,baross utca,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4891027777778,19.0664972222222,0,1,0,2,gyalogos,5.0,POINT (19.0664972222222 47.4891027777778)
1458,25942,2019-06-18,2019,Budapest VIII. kerület,könyves kálmán körút,győrffy istván utca,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4753361111111,19.0981444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0981444444444 47.4753361111111)
1459,25947,2019-06-18,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4860694444444,19.0699333333333,0,0,1,2,gyalogos,1.0,POINT (19.0699333333333 47.4860694444444)
1460,25952,2019-06-18,2019,Budapest VIII. kerület,baross tér,,súlyos sérüléses,ütközés tolató járművel,egyéb,megfelelő oldaltávolság hiánya,47.4996305555556,19.0828138888889,0,1,0,2,jármű-jármű,5.0,POINT (19.0828138888889 47.4996305555556)
1461,26006,2019-06-22,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4962777777778,19.0703166666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0703166666667 47.4962777777778)
1462,26030,2019-06-25,2019,Budapest VIII. kerület,józsef körút,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4959583333333,19.0710166666667,0,2,0,2,gyalogos,10.0,POINT (19.0710166666667 47.4959583333333)
1463,26048,2019-06-25,2019,Budapest VIII. kerület,józsef körút,,halálos,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4894444444444,19.0707277777778,1,0,1,2,gyalogos,21.0,POINT (19.0707277777778 47.4894444444444)
1464,26056,2019-06-26,2019,Budapest VIII. kerület,baross utca,rigó utca,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4896388888889,19.072775,0,1,3,2,jármű-jármű,8.0,POINT (19.072775 47.4896388888889)
1465,26065,2019-06-27,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4830277777778,19.0779972222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0779972222222 47.4830277777778)
1466,26106,2019-07-01,2019,Budapest VIII. kerület,józsef utca,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4905388888889,19.0708861111111,0,0,1,1,egy jármű,1.0,POINT (19.0708861111111 47.4905388888889)
1467,26116,2019-07-01,2019,Budapest VIII. kerület,józsef körút,,súlyos sérüléses,ütközés BALRÓL történő előzés közben,egyéb,megfelelő oldaltávolság hiánya,47.4869722222222,19.0701583333333,0,1,0,2,jármű-jármű,5.0,POINT (19.0701583333333 47.4869722222222)
1468,26125,2019-07-02,2019,Budapest VIII. kerület,baross utca,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4994444444444,19.0790277777778,0,1,0,1,egy jármű,5.0,POINT (19.0790277777778 47.4994444444444)
1469,26126,2019-07-02,2019,Budapest VIII. kerület,nagy fuvaros utca,,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.49221666666669,19.0788222222222,0,1,0,1,gyalogos,5.0,POINT (19.0788222222222 47.49221666666669)
1470,26139,2019-07-03,2019,Budapest VIII. kerület,rákóczi út,kenyérmező utca,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, mindkét jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4969,19.0699055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0699055555556 47.4969)
1471,26150,2019-07-04,2019,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4973555555556,19.1087527777778,0,0,1,2,jármű-jármű,1.0,POINT (19.1087527777778 47.4973555555556)
1472,26153,2019-07-04,2019,Budapest VIII. kerület,rökk szilárd utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4908194444444,19.0701944444444,0,0,1,2,gyalogos,1.0,POINT (19.0701944444444 47.4908194444444)
1473,26182,2019-07-06,2019,Budapest VIII. kerület,üllői út,,súlyos sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4886194444444,19.0638666666667,0,1,0,3,jármű-jármű,5.0,POINT (19.0638666666667 47.4886194444444)
1474,26216,2019-07-10,2019,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,"Gyalogos elütése, a gyalogos az úttesten halad a jármű menetirányával azonos irányba.",egyéb,egyéb,47.4872055555556,19.1047583333333,0,0,1,1,gyalogos,1.0,POINT (19.1047583333333 47.4872055555556)
1475,26232,2019-07-11,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,zavaró magatartás az úttesten való áthaladás közben,47.4895638888889,19.0721027777778,0,0,1,2,gyalogos,1.0,POINT (19.0721027777778 47.4895638888889)
1476,26267,2019-07-15,2019,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4977777777778,19.0728888888889,0,0,1,3,jármű-jármű,1.0,POINT (19.0728888888889 47.4977777777778)
1477,26289,2019-07-17,2019,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4877194444444,19.1032388888889,0,0,1,2,gyalogos,1.0,POINT (19.1032388888889 47.4877194444444)
1478,26296,2019-07-18,2019,Budapest VIII. kerület,auróra utca,,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,egyéb,47.4934777777778,19.0764944444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0764944444444 47.4934777777778)
1479,26318,2019-07-19,2019,Budapest VIII. kerület,rákóczi út,múzeum körút,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4943416666667,19.0603583333333,0,0,2,3,jármű-jármű,2.0,POINT (19.0603583333333 47.4943416666667)
1480,26325,2019-07-20,2019,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4753361111111,19.0981444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0981444444444 47.4753361111111)
1481,26348,2019-07-22,2019,Budapest VIII. kerület,fiumei út,,súlyos sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4981777777778,19.0814472222222,0,2,0,2,jármű-jármű,10.0,POINT (19.0814472222222 47.4981777777778)
1482,26360,2019-07-23,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4882277777778,19.0705416666667,0,0,1,1,egy jármű,1.0,POINT (19.0705416666667 47.4882277777778)
1483,26372,2019-07-24,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4896583333333,19.0730361111111,0,0,1,4,jármű-jármű,1.0,POINT (19.0730361111111 47.4896583333333)
1484,26384,2019-07-25,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Utasbalesetek,egyéb,"figyelmetlen, gondatlan vezetés",47.4874944444444,19.0704305555556,0,0,1,1,utasbaleset,1.0,POINT (19.0704305555556 47.4874944444444)
